NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Alabama,4761857.0,243750.0,818347.0,134748.0,347110.0,312977.0,01,2014,4518107.0,94.88,7.29,6.57
Alaska,717482.0,43680.0,133592.0,19925.0,59966.0,59126.0,02,2014,673802.0,93.91,8.36,8.24
Arizona,6480318.0,359418.0,1179876.0,184790.0,471458.0,442170.0,04,2014,6120900.0,94.45,7.28,6.82
Arkansas,2912442.0,159103.0,515860.0,81692.0,205824.0,191970.0,05,2014,2753339.0,94.54,7.07,6.59
California,37608444.0,2062823.0,6690989.0,1101553.0,2887213.0,2815387.0,06,2014,35545621.0,94.52,7.68,7.49
Colorado,5133849.0,273704.0,897262.0,141829.0,367651.0,385593.0,08,2014,4860145.0,94.67,7.16,7.51
Delaware,906535.0,45424.0,148567.0,26776.0,64882.0,60282.0,10,2014,861111.0,94.99,7.16,6.65
District of Columbia,625317.0,30127.0,69443.0,22976.0,60050.0,75566.0,11,2014,595190.0,95.18,9.6,12.08
Connecticut,3556922.0,159207.0,600747.0,106909.0,234482.0,219630.0,09,2014,3397715.0,95.52,6.59,6.17
Florida,19160208.0,875252.0,2944141.0,484355.0,1294864.0,1232381.0,12,2014,18284956.0,95.43,6.76,6.43
Georgia,9784783.0,547912.0,1817783.0,295185.0,713487.0,677449.0,13,2014,9236871.0,94.4,7.29,6.92
Idaho,1577597.0,94446.0,312235.0,44280.0,111149.0,105957.0,16,2014,1483151.0,94.01,7.05,6.72
Hawaii,1375086.0,72485.0,216486.0,33080.0,102172.0,104095.0,15,2014,1302601.0,94.73,7.43,7.57
Illinois,12717641.0,659565.0,2244295.0,359051.0,894175.0,894676.0,17,2014,12058076.0,94.81,7.03,7.03
Indiana,6463374.0,345019.0,1167966.0,190981.0,471589.0,416274.0,18,2014,6118355.0,94.66,7.3,6.44
Iowa,3040558.0,159117.0,528717.0,91912.0,221870.0,194095.0,19,2014,2881441.0,94.77,7.3,6.38
Kansas,2844693.0,164496.0,522222.0,84295.0,211786.0,195025.0,20,2014,2680197.0,94.22,7.44,6.86
