NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Alabama,4720103.0,247868.0,825138.0,139865.0,340808.0,309716.0,01,2012,4472235.0,94.75,7.22,6.56
Alaska,699735.0,42187.0,133035.0,20468.0,56502.0,54808.0,02,2012,657548.0,93.97,8.07,7.83
Arizona,6324078.0,368474.0,1169276.0,185497.0,450876.0,444930.0,04,2012,5955604.0,94.17,7.13,7.04
Arkansas,2881534.0,161897.0,512649.0,84800.0,201149.0,192436.0,05,2012,2719637.0,94.38,6.98,6.68
California,36852377.0,2071086.0,6739029.0,1130757.0,2794188.0,2754894.0,06,2012,34781291.0,94.38,7.58,7.48
Colorado,4977054.0,275030.0,879450.0,140574.0,353131.0,372044.0,08,2012,4702024.0,94.47,7.1,7.48
Delaware,889798.0,45729.0,149539.0,27453.0,63746.0,58056.0,10,2012,844069.0,94.86,7.16,6.52
District of Columbia,598701.0,27660.0,69268.0,24956.0,59385.0,69228.0,11,2012,571041.0,95.38,9.92,11.56
Connecticut,3536112.0,163930.0,612181.0,103042.0,225619.0,213949.0,09,2012,3372182.0,95.36,6.38,6.05
Florida,18683456.0,874502.0,2926175.0,501024.0,1254131.0,1188263.0,12,2012,17808954.0,95.32,6.71,6.36
Georgia,9587570.0,558246.0,1799706.0,297100.0,690010.0,674422.0,13,2012,9029324.0,94.18,7.2,7.03
Idaho,1544421.0,96219.0,306218.0,45671.0,110141.0,106397.0,16,2012,1448202.0,93.77,7.13,6.89
Hawaii,1345500.0,70973.0,214817.0,33897.0,97681.0,99380.0,15,2012,1274527.0,94.73,7.26,7.39
Illinois,12665816.0,674886.0,2279808.0,369335.0,881840.0,906088.0,17,2012,11990930.0,94.67,6.96,7.15
Indiana,6403789.0,349489.0,1171268.0,196702.0,457192.0,418584.0,18,2012,6054300.0,94.54,7.14,6.54
Iowa,3009038.0,160267.0,526487.0,92953.0,215702.0,195663.0,19,2012,2848771.0,94.67,7.17,6.5
Kansas,2811796.0,163375.0,518992.0,84905.0,206445.0,195878.0,20,2012,2648421.0,94.19,7.34,6.97
Kentucky,4286643.0,227116.0,740739.0,121331.0,295161.0,282541.0,21,2012,4059527.0,94.7,6.89,6.59
Louisiana,4470476.0,253880.0,802052.0,132375.0,341871.0,330091.0,22,2012,4216596.0,94.32,7.65,7.38
Maine,1315901.0,55504.0,205149.0,36797.0,79827.0,72867.0,23,2012,1260397.0,95.78,6.07,5.54
Maryland,5715793.0,295555.0,985445.0,164211.0,395300.0,395062.0,24,2012,5420238.0,94.83,6.92,6.91
Massachusetts,6491126.0,297483.0,1049846.0,207456.0,470443.0,444681.0,25,2012,6193643.0,95.42,7.25,6.85
Michigan,9786049.0,482561.0,1744636.0,301445.0,678888.0,593208.0,26,2012,9303488.0,95.07,6.94,6.06
Minnesota,5246422.0,285796.0,927877.0,149777.0,357122.0,370009.0,27,2012,4960626.0,94.55,6.81,7.05
Mississippi,2928754.0,169449.0,545155.0,93269.0,216032.0,195465.0,28,2012,2759305.0,94.21,7.38,6.67
Missouri,5908919.0,311878.0,1033023.0,174378.0,416026.0,400456.0,29,2012,5597041.0,94.72,7.04,6.78
Montana,979068.0,49148.0,162185.0,27915.0,68483.0,62791.0,30,2012,929920.0,94.98,6.99,6.41
Nebraska,1801521.0,104969.0,327171.0,54112.0,130601.0,126602.0,31,2012,1696552.0,94.17,7.25,7.03
Nevada,2668454.0,151763.0,476110.0,68519.0,181033.0,196986.0,32,2012,2516691.0,94.31,6.78,7.38
New Hampshire,1305180.0,57078.0,216363.0,40057.0,84344.0,73312.0,33,2012,1248102.0,95.63,6.46,5.62
New Jersey,8695582.0,439683.0,1517663.0,227960.0,540760.0,554869.0,34,2012,8255899.0,94.94,6.22,6.38
New Mexico,2028240.0,116890.0,371533.0,61166.0,144725.0,140139.0,35,2012,1911350.0,94.24,7.14,6.91
New York,19174762.0,936400.0,3157157.0,569202.0,1410021.0,1386060.0,36,2012,18238362.0,95.12,7.35,7.23
North Carolina,9426356.0,509295.0,1647750.0,279042.0,666150.0,621990.0,37,2012,8917061.0,94.6,7.07,6.6
North Dakota,667493.0,35292.0,106248.0,22336.0,60828.0,48755.0,38,2012,632201.0,94.71,9.11,7.3
Ohio,11400947.0,580206.0,2005258.0,333181.0,766409.0,725684.0,39,2012,10820741.0,94.91,6.72,6.37
Oklahoma,3699208.0,211435.0,665520.0,110649.0,273283.0,262498.0,40,2012,3487773.0,94.28,7.39,7.1
Oregon,3791510.0,189861.0,629264.0,103393.0,256948.0,263404.0,41,2012,3601649.0,94.99,6.78,6.95
Pennsylvania,12563934.0,590068.0,2057095.0,389892.0,868007.0,787087.0,42,2012,11973866.0,95.3,6.91,6.26
Rhode Island,1042015.0,46348.0,166234.0,37809.0,81941.0,66085.0,44,2012,995667.0,95.55,7.86,6.34
South Carolina,4573517.0,242985.0,778003.0,141798.0,335076.0,304025.0,45,2012,4330532.0,94.69,7.33,6.65
South Dakota,805153.0,47550.0,143664.0,24603.0,57563.0,55383.0,46,2012,757603.0,94.09,7.15,6.88
Tennessee,6276713.0,329520.0,1087803.0,176072.0,432428.0,419073.0,47,2012,5947193.0,94.75,6.89,6.68
Texas,24847237.0,1567182.0,4920487.0,755654.0,1838866.0,1851344.0,48,2012,23280055.0,93.69,7.4,7.45
Vermont,619815.0,25992.0,96629.0,21433.0,44180.0,35211.0,50,2012,593823.0,95.81,7.13,5.68
Utah,2715684.0,209669.0,606872.0,89515.0,231485.0,226007.0,49,2012,2506015.0,92.28,8.52,8.32
Virginia,7916839.0,409585.0,1341012.0,235301.0,574370.0,562425.0,51,2012,7507254.0,94.83,7.26,7.1
Washington,6653922.0,353187.0,1137924.0,185171.0,470171.0,482870.0,53,2012,6300735.0,94.69,7.07,7.26
West Virginia,1830819.0,84479.0,282987.0,51590.0,119489.0,107794.0,54,2012,1746340.0,95.39,6.53,5.89
Wisconsin,5620101.0,288190.0,978468.0,164580.0,388572.0,367761.0,55,2012,5331911.0,94.87,6.91,6.54
Wyoming,555587.0,31976.0,95617.0,16408.0,40490.0,40577.0,56,2012,523611.0,94.24,7.29,7.3
Puerto Rico,,,,,,,72,2012,,,,
