NAME,B03001_005E,state,county,year
"Sedgwick County, Kansas",2252,20,173,2018
"Republic County, Kansas",0,20,157,2018
"Graham County, Kansas",25,20,065,2018
"Douglas County, Kansas",396,20,045,2018
"Sheridan County, Kansas",0,20,179,2018
"Gray County, Kansas",0,20,069,2018
"Cameron County, Pennsylvania",12,42,023,2018
"Bucks County, Pennsylvania",12968,42,017,2018
"Lehigh County, Pennsylvania",46185,42,077,2018
"Clarion County, Pennsylvania",107,42,031,2018
"Greene County, Pennsylvania",268,42,059,2018
"Luzerne County, Pennsylvania",9541,42,079,2018
"Columbia County, Pennsylvania",925,42,037,2018
"Jefferson County, Pennsylvania",136,42,065,2018
"Perry County, Pennsylvania",369,42,099,2018
"Sullivan County, Pennsylvania",32,42,113,2018
"Kent County, Rhode Island",2304,44,003,2018
"Washington County, Rhode Island",1039,44,009,2018
"Newberry County, South Carolina",117,45,071,2018
"Clarendon County, South Carolina",115,45,027,2018
"Sumter County, South Carolina",369,45,085,2018
"Barnwell County, South Carolina",0,45,011,2018
"Darlington County, South Carolina",169,45,031,2018
"York County, South Carolina",2283,45,091,2018
"Cherokee County, South Carolina",391,45,021,2018
"Jasper County, South Carolina",0,45,053,2018
"Lee County, South Carolina",67,45,061,2018
"Abbeville County, South Carolina",102,45,001,2018
"Lyman County, South Dakota",36,46,085,2018
"Deuel County, South Dakota",36,46,039,2018
"Brule County, South Dakota",10,46,015,2018
"Gregory County, South Dakota",0,46,053,2018
"Minnehaha County, South Dakota",457,46,099,2018
"Clark County, South Dakota",91,46,025,2018
"Kingsbury County, South Dakota",10,46,077,2018
"Clay County, South Dakota",11,46,027,2018
"Dewey County, South Dakota",0,46,041,2018
"Hughes County, South Dakota",29,46,065,2018
"Sanborn County, South Dakota",30,46,111,2018
"Hand County, South Dakota",4,46,059,2018
"Yankton County, South Dakota",21,46,135,2018
"Beadle County, South Dakota",171,46,005,2018
"Davison County, South Dakota",9,46,035,2018
"Jerauld County, South Dakota",0,46,073,2018
"Stanley County, South Dakota",0,46,117,2018
"Potter County, South Dakota",0,46,107,2018
"Charles Mix County, South Dakota",37,46,023,2018
"Marshall County, South Dakota",1,46,091,2018
"Perkins County, South Dakota",0,46,105,2018
"Benzie County, Michigan",11,26,019,2018
"Schoolcraft County, Michigan",13,26,153,2018
"Wayne County, Michigan",13094,26,163,2018
"Grand Traverse County, Michigan",153,26,055,2018
"Mackinac County, Michigan",23,26,097,2018
"Genesee County, Michigan",1538,26,049,2018
"Otoe County, Nebraska",0,31,131,2018
"Red Willow County, Nebraska",4,31,145,2018
"Cedar County, Nebraska",0,31,027,2018
"Dawes County, Nebraska",100,31,045,2018
"Johnson County, Nebraska",84,31,097,2018
"Cheyenne County, Nebraska",6,31,033,2018
"Dawson County, Nebraska",32,31,047,2018
"Garfield County, Nebraska",0,31,071,2018
"McPherson County, Nebraska",0,31,117,2018
"Nance County, Nebraska",37,31,125,2018
"Stanton County, Nebraska",0,31,167,2018
"Valley County, Nebraska",0,31,175,2018
"Churchill County, Nevada",150,32,001,2018
"Douglas County, Nevada",275,32,005,2018
"Pershing County, Nevada",48,32,027,2018
"Eureka County, Nevada",0,32,011,2018
"Humboldt County, Nevada",45,32,013,2018
"White Pine County, Nevada",23,32,033,2018
"Elko County, Nevada",145,32,007,2018
"Nye County, Nevada",98,32,023,2018
"Storey County, Nevada",0,32,029,2018
"Clark County, Nevada",24234,32,003,2018
"Lyon County, Nevada",119,32,019,2018
"Cheshire County, New Hampshire",405,33,005,2018
"Grafton County, New Hampshire",473,33,009,2018
"Rockingham County, New Hampshire",2538,33,015,2018
"Sullivan County, New Hampshire",208,33,019,2018
"Hillsborough County, New Hampshire",9515,33,011,2018
"Coos County, New Hampshire",276,33,007,2018
"Carroll County, New Hampshire",213,33,003,2018
"Mercer County, New Jersey",17280,34,021,2018
"Cumberland County, New Jersey",24674,34,011,2018
"Somerset County, New Jersey",8644,34,035,2018
"Ocean County, New Jersey",17872,34,029,2018
"Atlantic County, New Jersey",19104,34,001,2018
"Middlesex County, New Jersey",47179,34,023,2018
"Salem County, New Jersey",3124,34,033,2018
"Cape May County, New Jersey",3369,34,009,2018
"Camden County, New Jersey",46233,34,007,2018
"Union County, New Jersey",31176,34,039,2018
"Hudson County, New Jersey",58985,34,017,2018
"Hunterdon County, New Jersey",1949,34,019,2018
"Morris County, New Jersey",13249,34,027,2018
"Hidalgo County, New Mexico",0,35,023,2018
"McKinley County, New Mexico",387,35,031,2018
"Sandoval County, New Mexico",622,35,043,2018
